,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5
2020-10-24,107.0236079929803,67.52305345794177,98.96989930931078,123.71781869648086,109.85191155623414
2020-10-25,106.59610322977022,67.589155924542,100.075695255075,125.00642438735932,111.25780952522048
2020-10-26,106.990568385988,67.28624473875995,99.55640226781682,124.95733687583403,110.27210262417407
2020-10-27,105.59270788120084,66.84932963152569,98.80604121755556,123.77157570665518,110.71416769164138
2020-10-28,107.34357296601864,66.83367144283996,98.94208708369,123.93484496533557,110.70347576259194
2020-10-29,107.21673145801647,67.55493690165511,98.73733166795532,121.48023407060751,108.71395206817358
2020-10-30,106.48746661960121,66.20099023967676,98.06779830381346,122.41413844889013,107.84179093959274
2020-10-31,107.19708108163859,66.45048622846089,98.80722113487788,121.89837391281912,108.05015589573799
2020-11-01,106.70320291759252,66.08785796831914,99.85982976893925,121.32629175669662,109.45193604550387
2020-11-02,105.27950639340648,64.84237555179809,100.84376615605015,122.38874085083341,110.54791223021402
2020-11-03,103.8616888507892,63.580735451489986,101.61715683432804,120.71793519483454,111.20811818540982
2020-11-04,104.58225336396654,63.000380992838956,102.0262934517515,123.06843247265394,110.30146546463628
2020-11-05,104.41536786658281,63.13867284930426,100.21442074953599,122.47740611981203,112.28823089265214
2020-11-06,104.27576289121166,63.38684756928183,101.88725077600363,121.83654193685678,112.52992060592972
2020-11-07,105.39958846690621,62.79165675110491,102.19493928007711,123.0807668493352,111.3974582833794
2020-11-08,104.21191870173769,63.430261081119795,102.81644437199147,123.95303442610448,111.19370678363106
2020-11-09,103.4504653959505,64.33286322810122,103.96280898853337,126.99140804365253,112.19027862977448
2020-11-10,103.05230544213744,64.58767706906617,105.45296251323693,126.7231945911664,112.19882472236226
2020-11-11,103.14953693014999,64.20570382380443,105.89417561125893,126.57061145215103,113.19387647758579
2020-11-12,103.10603727342705,64.92764507514919,106.35539362605158,124.69823217100216,114.44319045248608
2020-11-13,102.81023925790882,65.41810571134243,105.71808628705644,124.28410650214855,114.90157054668202
2020-11-14,102.74688100646824,65.9855472086506,105.75306813871748,123.38748206242032,113.91605676218104
2020-11-15,102.6366281819237,65.55237606049462,104.84976639855394,122.83375974462271,114.07036137318755
2020-11-16,101.89805050126498,63.69425823155726,104.09491043239467,120.69130834624211,114.12188222827429
2020-11-17,101.0696264952164,65.04253257100349,103.1647449586589,122.69551733677542,116.24380326160816
2020-11-18,101.34707915263625,63.994776460760306,103.00378330943698,120.9574083654025,114.35330478780037
2020-11-19,100.44416273829,63.971886763129035,104.08438898343617,117.56793648332508,114.19913085937807
2020-11-20,99.28166693828818,65.49489448332979,107.38487870103415,116.17073041420602,113.53210110553256
2020-11-21,98.97161798565149,65.7114053810381,107.58837265695387,115.46924559519287,113.9125535570638
2020-11-22,98.81557238872446,66.33516857934316,106.13763695914369,114.14186419064099,111.13586175090293
2020-11-23,101.04556662981055,65.33855128231353,107.4802603733802,115.39548832650487,112.3749427679649
2020-11-24,100.33349824302977,64.1770494474661,107.15697707978262,115.23642813325867,112.39039262273964
2020-11-25,101.27990472594422,63.83517651324936,106.44908888014761,115.26568159703672,110.31712574222183
2020-11-26,102.03665635895005,64.53145853154342,106.67247173741646,115.96925382457555,109.91875611129917
2020-11-27,100.82349668071173,64.30801871281919,105.3490668120874,116.30094041795687,110.58811994243207
2020-11-28,101.60311737071675,63.797003838765676,105.58342967937111,117.43902338750922,108.82816765709926
2020-11-29,100.40025773433194,63.923301038331374,105.49011977098036,116.13606378381532,108.8316743362123
2020-11-30,97.73044195378341,64.61490974507832,105.59389874270819,115.5001978131823,107.68080805964568
2020-12-01,98.3230007045919,63.6812629395767,105.99665103596607,116.26939118426343,107.08211888462773
2020-12-02,96.59655639386658,62.910373872492386,106.0681905683499,113.3224801419645,107.1107509113512
2020-12-03,97.0321435555643,62.414219095863146,106.08552007854199,111.76408698347487,107.30724585551121
2020-12-04,96.36843311933622,63.097429089363345,106.38713661467978,112.3240163776289,106.80210504563989
2020-12-05,97.96771621844385,63.24559543518541,106.8290694463427,111.78458137290778,107.09345733214673
2020-12-06,99.01451047453318,64.5940885552923,105.72714633248566,112.83100527899808,107.96945783195868
2020-12-07,98.5655927402887,65.1989771367079,104.21525738187354,113.7440115424571,107.66831560131378
2020-12-08,97.88762152188764,65.17609544036456,104.15102112715708,112.38125263852325,109.20966049245094
2020-12-09,96.6991900285641,66.0006237795122,102.65881248433952,112.83825896736187,110.80653962403275
2020-12-10,96.27282141448454,66.14021312719028,102.74867125293778,114.1942339057452,110.33150969986035
2020-12-11,96.00291526927987,65.67397664226277,103.71322119412983,114.36259549122403,109.62777058442505
2020-12-12,95.65279883486498,66.12054316264557,104.3428762653195,113.24474128759054,107.8033748421191
2020-12-13,95.80269045831513,65.66012819692635,103.24918511467591,114.24060415221943,107.66692883109673
2020-12-14,96.35692961801914,65.46945308825838,102.36097114318225,114.96651697028608,107.27562653503387
2020-12-15,96.69384591705033,66.33874515750261,102.69702353702068,115.59033768877983,108.11135861246038
2020-12-16,95.95496576868372,66.27155629046912,102.28490263562917,116.41789387334896,106.47924293968924
2020-12-17,94.57533345217236,65.73930199386496,101.96101207539456,112.9316286518115,106.18387868578132
2020-12-18,95.86584399757638,65.43404963662086,102.56962396481859,113.92648578694578,107.21252905693777
2020-12-19,95.20489771787317,66.10264859557726,101.55696771588438,115.98642681713427,106.42949474364328
2020-12-20,94.5838822632348,65.73740457588096,101.14948591107495,116.49286818196562,105.6181172119842
2020-12-21,94.09092117771935,65.48308572210063,100.3402065996508,116.71738371780648,104.08988607323433
2020-12-22,92.35676006003092,65.14893028997267,99.29352830622021,117.53024871658798,106.81763840401968
2020-12-23,91.91531875596993,65.26875578206594,98.44250513234557,117.92776595703293,106.01920520750676
2020-12-24,91.47444158559298,65.0171514118015,99.1094158631741,118.69639703788305,104.64058783104788
2020-12-25,92.0419108748326,63.975683242472215,99.16077474848815,118.69814306217476,103.79943404298703
2020-12-26,92.68478418151287,63.40810317332984,98.28899225765161,117.7880786370719,102.99572013161904
2020-12-27,92.6882792219242,62.816639335501925,98.06184481645724,116.60510621103859,102.7182601893422
2020-12-28,93.55199344484824,63.597650789023504,96.45480013810632,115.44116368614401,103.56606818622845
2020-12-29,93.87003746420878,64.11449238837706,95.74748473516436,113.85610738742038,103.25710660961091
2020-12-30,93.85531666017228,64.4910107584824,97.8056482848074,112.64041789673387,102.3042259554263
